word,antonym
analogous,dissimilar
unconventional,conventional
denial,acceptance
insufficient,sufficient
succumb,resist
acute,chronic
dark,light
fire,water
worried,relaxed
triple,single
fiction,nonfiction
sick,healthy
abnormal,normal
marriage,divorce
muff,sharp
decrypt,encrypt
teenage,elderly
swear,praise
spending,saving
despise,admire
elevate,depress
symptom,cure
constitutional,unconstitutional
shiny,dull
lie,truth
strange,familiar
rest,work
reasonable,unreasonable
draft,final
relax,stress
pleasant,unpleasant
acid,base
special,ordinary
irrelevant,relevant
law,crime
implicit,explicit
humble,arrogant
magical,mundane
unpopular,popular
incompatible,compatible
truth,lie
succeed,fail
strip,solid
historical,contemporary
unintended,intended
vary,remain constant
winter,summer
ability,inability
everybody,nobody
mythical,realistic
source,destination
statutory,non-statutory
floor,ceiling
capitalism,socialism
starve,feast
mountain,valley
bored,interested
blank,filled
withdraw,deposit
problematic,unproblematic
aerial,grounded
costly,cheap
spread,gather
row,column
face,back
deliberate,impulsive
divine,profane
supply,demand
slender,plump
socialist,capitalist
mode,median
rusty,shiny
scarcity,abundance
sadness,happiness
mineral,animal
discharge,charge
indigenous,non-indigenous
difference,similarity
endemic,widespread
analytical,intuitive
irreversible,reversible
violent,peaceful
moral,immoral
skew,straight
immortal,mortal
deduction,induction
childhood,adulthood
sanction,penalty
reversible,irreversible
affordable,expensive
little,big
internal,external
obligatory,optional
anxious,calm
admit,deny
presence,absence
retard,advance
ultraviolet,infrared
replication,original
much,little
salty,sweet
profound,superficial
wretched,blessed
discourage,encourage
progress,regress
generate,consume
minute,hour
nervous,calm
remarkable,unremarkable
endure,quit
void,full
plastic,glass
rotten,fresh
undertake,abandon
pray,blaspheme
criminal,law-abiding citizen
packed,empty
retrospective,prospective
ascent,descent
take,give
tense,relaxed
fearful,brave
slack,tight
partial,complete
attached,detached
surplus,deficit
unfamiliar,familiar
guilty,innocent
healthy,unhealthy
abundant,scarce
voluntary,involuntary
far,near
reluctant,eager
commencement,termination
evening,morning
normative,deviant
reduced,increased
consent,dissent
chill,heat
childish,mature
surface,depth
unveil,conceal
luxurious,basic
blue,red
human,animal
boycott,support
poor,rich
unofficial,official
different,similar
recover,deteriorate
motion,stillness
ridiculous,sensible
minority,majority
expire,renew
know,ignore
set,unset
hawk,dove
specified,unspecified
second,first
query,response
cheerful,gloomy
bust,boom
honest,dishonest
compassionate,cruel
suffer,enjoy
passive,active
heat,cool
vulnerable,invulnerable
incur,credit
pale,vibrant
incredible,unbelievable
virtuous,sinful
push,pull
early,late
coastal,inland
paid,unpaid
enough,insufficient
uncommon,common
morning,evening
issue,solution
origin,destination
multinational,local
useless,useful
spacious,cramped
vulgar,refined
powerful,weak
poverty,wealth
match,mismatch
lean,fat
services,disservices
perpetual,temporary
valuable,worthless
good,bad
reassure,worry
terminal,initial
fortunate,unfortunate
offensive,defensive
lyric,instrumental
even,odd
raise,lower
bears,cubs
worthy,unworthy
grandson,grandmother
precise,vague
dress,undress
call,hang up
health,disease
corresponding,noncorresponding
sizeable,insignificant
transgress,comply
unfit,fit
confront,avoid
expose,conceal
frequent,infrequent
savage,civilized
barrel,cylinder
standing,sitting
growth,decline
embryonic,mature
null,full
rocky,smooth
unlock,lock
disorder,order
break,fix
complainant,defendant
stranger,familiar
lights,shadows
outdated,modern
offend,appease
prosperous,impoverished
prolonged,short-lived
extensive,limited
anti,pro
fragile,durable
due,overdue
unused,used
ease,difficulty
dove,hawk
circumference,diameter
tame,wild
cubic,spherical
sizable,insignificant
preparation,improvisation
free,expensive
hide,reveal
lateral,medial
add,subtract
artificial,natural
galactic,terrestrial
integrated,segregated
embark,disembark
brief,lengthy
prominent,obscure
adjacent,distant
supporter,opponent
conserve,waste
disparate,similar
beg,end
untrue,true
detach,attach
hideous,beautiful
large,small
arrogant,humble
core,periphery
nationalist,internationalist
descent,ascent
unemployed,employed
change,stay the same
marine,terrestrial
playful,serious
mental,physical
tangible,intangible
man,woman
inconvenient,convenient
skyrocket,plummet
metaphysical,physical
immense,tiny
someone,no one
mandatory,optional
bound,free
cosmic,terrestrial
graduating,enrolling
father,mother
yellow,blue
base,peak
upstairs,downstairs
brethren,sistren
bless,curse
fate,free will
adverse,favorable
despair,hope
painful,pleasurable
clever,stupid
enormous,tiny
addition,subtraction
fine,coarse
analogue,digital
mobile,stationary
disagreement,agreement
bilateral,unilateral
hostile,friendly
liability,asset
prohibit,allow
modern,traditional
usual,unusual
amplify,diminish
stupidity,intelligence
intellectual,unintellectual
lifelong,temporary
harmless,harmful
sorry,forgiven
fluid,solid
off,on
necessary,unnecessary
justify,condemn
local,foreign
wake,sleep
assembly,disassembly
hate,love
imported,domestic
eligible,ineligible
credible,incredible
imprison,free
applicable,inapplicable
gain,loss
ending,beginning
venerable,disreputable
yield,resist
uphold,undermine
great,terrible
dubious,certain
weird,normal
required,optional
temporary,permanent
uncertain,certain
latent,manifest
unfavorable,favorable
decentralized,centralized
outset,conclusion
inspire,discourage
subjective,objective
meet,part
fault,merit
damp,dry
solution,problem
grand,petty
heresy,orthodoxy
unstable,stable
enlightenment,ignorance
mourn,celebrate
sure,unsure
tall,short
doubtful,certain
confused,clear-minded
apply,remove
late,early
dismiss,appoint
teen,adult
love,hate
similar,different
weaken,strengthen
believe,doubt
southwestern,northeastern
island,mainland
triumph,defeat
rude,polite
possible,impossible
selective,indiscriminate
joint,individual
context,content
public,private
adjust,maintain
ineffective,effective
vacant,occupied
ripe,unripe
challenging,simple
particular,general
detriment,benefit
copy,original
enforce,repeal
customary,unusual
urge,resist
error,correct
blur,sharp
grotesque,beautiful
fruitful,unfruitful
cosmetic,natural
inaccurate,accurate
hazardous,safe
guilt,innocence
middle,ends
wild,tame
make,destroy
paternal,maternal
shut,open
intelligence,ignorance
permit,prohibit
decrease,increase
universal,specific
chaotic,orderly
consumer,producer
vital,nonessential
northern,southern
imitate,originate
makeshift,permanent
horizontal,vertical
bipartisan,partisan
enemy,friend
disconnected,connected
messy,neat
aware,unaware
nobody,everybody
literal,figurative
unaware,aware
low,high
unpleasant,pleasant
sovereign,subservient
disability,ability
infertility,fertility
bounce,stick
uncover,cover
inequality,equality
refrain,indulge
contingency,certainty
mind,body
imaginary,real
front,back
win,lose
suffix,prefix
indirect,direct
meaningless,meaningful
inert,active
veil,reveal
feasible,infeasible
centralized,decentralized
willing,unwilling
cloud,sky
finish,start
resist,surrender
unexpected,expected
stretch,shrink
deficient,abundant
nuclear,renewable
approach,retreat
support,oppose
shorten,lengthen
equipped,unequipped
routine,spontaneous
informal,formal
considerable,insignificant
contrary,similar
circular,square
inexperienced,experienced
philosophical,practical
pull,push
ancient,modern
miniature,giant
oxidation,reduction
immediate,delayed
inclusion,exclusion
dominant,submissive
elementary,advanced
fast,slow
happy,unhappy
strict,lenient
lousy,excellent
can,cannot
goodness,evil
absence,presence
weakening,strengthening
brilliant,dull
lengthy,brief
impede,facilitate
comprehensive,limited
diverse,uniform
confusing,clear
peculiar,normal
arm,leg
prefrontal,posterior
virtue,vice
place,displace
exempt,liable
upper,lower
fair,unfair
unsafe,safe
section,whole
unique,common
miss,hit
unworthy,worthy
alive,dead
madness,sanity
indoor,outdoor
inaccessible,accessible
intimate,distant
singular,plural
shrink,expand
vicious,gentle
accessible,inaccessible
bravery,cowardice
bondage,freedom
